"","gender","age","class","embarked","country","fare","sibsp","parch","survived","ageD","status","family"
"754","male",24,"3rd","S","Norway",7.021,0,0,"yes","20-29","1",1
"755","male",22,"3rd","S","Finland",7.0206,0,0,"no","20-29","1",1
"756","male",30,"1st","S","United States",26,0,0,"no","20-29","1",1
"757","female",20,"3rd","Q","Ireland",7.1707,0,0,"no","10-19","1",1
"758","female",20,"1st","S","England",86.1,0,0,"yes","10-19","1",1
"759","male",34,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"760","male",29,"3rd","S","Finland",7.1806,0,0,"no","20-29","1",1
"761","male",25,"2nd","C","France",15,0,0,"no","20-29","1",1
"762","male",1,"2nd","C","France",37,0,2,"yes","0-9","1",3
"763","male",45,"2nd","C","France",37,1,1,"no","40-49","1",3
"764","female",24,"2nd","C","France",37,1,1,"yes","20-29","1",3
"765","male",18,"3rd","C","Lebanon",7.0407,0,0,"yes","10-19","1",1
"766","female",32,"3rd","Q","Ireland",7.15,0,0,"no","30-39","1",1
"767","male",30,"2nd","C","United States",15.1107,0,0,"no","20-29","1",1
"768","female",28,"3rd","Q","Ireland",7.1409,0,0,"yes","20-29","1",1
"769","male",25,"3rd","C","Turkey",7.0407,0,0,"no","20-29","1",1
"770","male",29,"1st","C","France",29.14,0,0,"yes","20-29","1",1
"771","male",23,"3rd","S","Yugoslavia",7.1711,0,0,"no","20-29","1",1
"772","male",35,"3rd","S","Bulgaria",7.1711,0,0,"no","30-39","1",1
"773","male",33,"3rd","C","Slovenia",7.1711,0,0,"no","30-39","1",1
"774","male",18,"1st","S","United States",53.02,1,0,"no","10-19","1",2
"775","female",18,"1st","S","Scotland",53.02,1,0,"yes","10-19","1",2
"776","male",30,"3rd","C","Bulgaria",7.1711,0,0,"no","20-29","1",1
"777","male",23,"2nd","S","England",13,0,0,"no","20-29","1",1
"778","male",36,"2nd","S","England",16,0,0,"no","30-39","1",1
"779","female",24,"1st","C","Belgium",49.1001,0,0,"yes","20-29","1",1
"780","male",46,"1st","S","Canada",75.041,0,0,"no","40-49","1",1
"781","female",25,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"782","male",55,"1st","S","United States",51.1703,0,0,"no","50-59","1",1
"783","male",19,"3rd","Q","United States",7.15,0,0,"yes","10-19","1",1
"784","female",29,"3rd","Q","Ireland",23.05,2,0,"yes","20-29","1",3
"785","female",26,"3rd","Q","Ireland",23.05,2,0,"yes","20-29","1",3
"786","male",24,"3rd","Q","Ireland",23.05,2,0,"yes","20-29","1",3
"787","male",32,"2nd","S","Australia",13.1,0,0,"no","30-39","1",1
"788","male",32,"2nd","S","Canada",13,0,0,"no","30-39","1",1
"789","female",31,"3rd","Q","Ireland",7.1508,0,0,"yes","30-39","1",1
"790","male",20,"3rd","Q","Ireland",15.1,0,0,"no","10-19","1",1
"791","male",35,"1st","S","Ireland",26.0509,0,0,"yes","30-39","1",1
"792","female",22,"3rd","Q","Ireland",7.1707,0,0,"yes","20-29","1",1
"793","female",17,"3rd","Q","United States",8,0,0,"yes","10-19","1",1
"794","female",42,"3rd","Q","Ireland",7.15,0,0,"no","40-49","1",1
"795","male",46,"2nd","S","Channel Islands",26,0,0,"no","40-49","1",1
"796","male",19,"3rd","Q","Ireland",7.15,0,0,"no","10-19","1",1
"797","male",27,"3rd","S","England",16.02,1,0,"no","20-29","1",2
"798","female",19,"3rd","S","England",16.02,1,0,"no","10-19","1",2
"799","female",32,"3rd","Q","Ireland",7.15,0,0,"no","30-39","1",1
"800","female",62,"3rd","S","England",8.01,0,0,"no","60-69","1",1
"801","male",22,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"802","female",32,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"803","female",13,"2nd","S","England",19.1,0,1,"yes","10-19","1",2
"804","female",42,"2nd","S","England",19.1,0,1,"yes","40-49","1",2
"805","male",19,"2nd","S","England",10.1,0,0,"yes","10-19","1",1
"806","male",48,"3rd","S","Italy",8.01,0,0,"no","40-49","1",1
"807","male",28,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"808","male",31,"2nd","S","England",13,0,0,"no","30-39","1",1
"809","male",28,"1st","C","United States",82.0305,1,0,"no","20-29","1",2
"810","female",25,"1st","C","United States",82.0305,1,0,"yes","20-29","1",2
"811","male",21,"3rd","S","Norway",7.1506,0,0,"yes","20-29","1",1
"812","male",28,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"813","male",23,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"814","male",65,"1st","C","United States",26.11,0,0,"no","60-69","1",1
"815","male",48,"2nd","S","Denmark",13,0,0,"no","40-49","1",1
"816","male",44,"1st","Q","United States",90,2,0,"no","40-49","1",3
"817","female",33,"1st","Q","United States",90,1,0,"yes","30-39","1",2
"818","female",37,"1st","Q","United States",90,1,0,"yes","30-39","1",2
"819","male",24,"3rd","S","England",7.1711,0,0,"no","20-29","1",1
"820","male",21,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"821","male",72,"2nd","S","England",10.1,0,0,"no","70-79","1",1
"822","male",23,"3rd","S","England",7.1711,0,0,"no","20-29","1",1
"823","female",23,"3rd","Q","Ireland",7.1707,0,0,"yes","20-29","1",1
"824","male",30,"1st","C","United States",57.15,1,0,"yes","20-29","1",2
"825","male",27,"3rd","S","Norway",7.13,0,0,"no","20-29","1",1
"826","male",55,"1st","S","Canada",30.1,0,0,"no","50-59","1",1
"827","male",27,"2nd","S","England",13,0,0,"no","20-29","1",1
"828","male",47,"1st","S","United States",42.08,0,0,"no","40-49","1",1
"829","male",19,"3rd","S","England",8.01,0,0,"no","10-19","1",1
"830","male",7,"3rd","S","England",12.0906,0,1,"yes","0-9","1",2
"831","female",29,"3rd","S","England",12.0906,0,1,"yes","20-29","1",2
"832","female",28,"3rd","Q","Ireland",24.03,1,0,"yes","20-29","1",2
"833","male",28,"3rd","Q","Ireland",24.03,1,0,"no","20-29","1",2
"834","male",54,"2nd","S","United States",14,0,0,"no","50-59","1",1
"835","male",38,"2nd","S","England",26,0,0,"no","30-39","1",1
"836","male",34,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"837","male",30,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"838","male",29,"3rd","S","Norway",7.1506,0,0,"yes","20-29","1",1
"839","female",35,"3rd","C","Lebanon",7.0407,0,0,"yes","30-39","1",1
"840","male",28,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"841","male",4,"3rd","C","Lebanon",15.0411,1,1,"yes","0-9","1",3
"842","male",7,"3rd","C","Lebanon",15.0411,1,1,"yes","0-9","1",3
"843","female",25,"3rd","C","Lebanon",15.0411,0,2,"yes","20-29","1",3
"844","male",17,"2nd","S","England",10.1,0,0,"no","10-19","1",1
"845","female",21,"3rd","Q","Ireland",7.1408,0,0,"yes","20-29","1",1
"846","female",25,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"847","male",22,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"848","female",18,"3rd","Q","Ireland",15.1,1,0,"yes","10-19","1",2
"849","female",25,"3rd","Q","Ireland",15.1,1,0,"yes","20-29","1",2
"850","female",31,"3rd","Q","Ireland",15.1,0,0,"yes","30-39","1",1
"851","female",22,"3rd","C","Lebanon",7.0406,0,0,"yes","20-29","1",1
"852","male",18,"3rd","S","Sweden",7.15,0,0,"no","10-19","1",1
"853","male",63,"2nd","Q","Ireland",9.1309,0,0,"no","60-69","1",1
"854","male",22,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"855","female",15,"3rd","C","Lebanon",7.0406,0,0,"yes","10-19","1",1
"856","male",17,"3rd","C","Lebanon",7.0407,0,0,"no","10-19","1",1
"857","female",1,"3rd","C","Lebanon",15.141,0,2,"yes","0-9","1",3
"858","male",21,"3rd","C","Lebanon",15.141,1,1,"yes","20-29","1",3
"859","female",19,"3rd","C","Lebanon",15.141,1,1,"yes","10-19","1",3
"860","male",36,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"861","male",32,"3rd","S","England",7.1711,0,0,"no","30-39","1",1
"862","male",20,"3rd","C","Lebanon",7.0407,0,0,"no","10-19","1",1
"863","male",28,"2nd","C","United States",30.0105,1,0,"no","20-29","1",2
"864","female",14,"2nd","C","Lebanon",30.0105,1,0,"yes","10-19","1",2
"865","male",20,"3rd","C","Lebanon",7.0406,0,0,"no","10-19","1",1
"866","male",36,"1st","C","United States",29.14,0,1,"no","30-39","1",2
"867","female",21,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"868","male",2,"2nd","S","France",26,1,1,"yes","0-9","1",3
"869","male",3,"2nd","S","France",26,1,1,"yes","0-9","1",3
"870","male",32,"2nd","S","Slovakia (Modern day)",26,0,2,"no","30-39","1",3
"871","male",22,"3rd","S","England",7.1711,0,0,"no","20-29","1",1
"872","male",26,"2nd","S","England",13,0,0,"no","20-29","1",1
"873","female",31,"1st","C","United States",113.0506,1,0,"yes","30-39","1",2
"874","female",23,"1st","C","United States",113.0506,1,0,"yes","20-29","1",2
"875","male",58,"1st","C","United States",113.0506,0,2,"no","50-59","1",3
"876","female",19,"1st","S","United States",26.0508,0,2,"yes","10-19","1",3
"877","male",19,"2nd","S","England",36.15,1,1,"no","10-19","1",3
"878","male",60,"1st","S","England",26,0,0,"no","50-59","1",1
"879","female",29,"3rd","S","Finland",7.1806,0,0,"no","20-29","1",1
"880","male",28,"3rd","S","Sweden",8.01,0,0,"no","20-29","1",1
"881","female",18,"3rd","S","Sweden",7.1506,0,0,"yes","10-19","1",1
"882","female",26,"3rd","S","Sweden",7.1701,0,0,"yes","20-29","1",1
"883","male",21,"3rd","S","Sweden",7.1701,0,0,"no","20-29","1",1
"884","male",11,"3rd","C","Lebanon",11.041,1,0,"yes","10-19","1",2
"885","female",14,"3rd","C","Lebanon",11.041,1,0,"yes","10-19","1",2
"886","male",41,"3rd","S","Finland",7.0206,0,0,"no","40-49","1",1
"887","male",39,"3rd","S","United States",7.1806,0,0,"yes","30-39","1",1
"888","male",20,"3rd","C","Lebanon",7.0407,0,0,"no","10-19","1",1
"889","male",27,"2nd","S","Scotland",13.1,0,0,"no","20-29","1",1
"890","male",21,"3rd","S","England",7.16,0,0,"no","20-29","1",1
"891","male",20,"1st","C","Germany",13.1703,0,0,"yes","10-19","1",1
"892","female",29,"2nd","S","United States",10.1,0,0,"yes","20-29","1",1
"893","female",22,"3rd","S","Sweden",7.15,0,0,"yes","20-29","1",1
"894","male",60,"3rd","S","Norway",6.0409,0,0,"no","50-59","1",1
"895","male",21,"3rd","Q","Ireland",7.1607,0,0,"no","20-29","1",1
"896","female",26,"3rd","Q","Ireland",15.1,1,0,"yes","20-29","1",2
"897","male",27,"3rd","Q","Ireland",15.1,1,0,"no","20-29","1",2
"898","male",18,"3rd","Q","Ireland",7.1408,0,0,"no","10-19","1",1
"899","male",17,"3rd","Q","Ireland",7.15,0,0,"no","10-19","1",1
"900","male",23,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"901","male",23,"3rd","S","Sweden",9.0406,0,0,"no","20-29","1",1
"902","female",24,"3rd","Q","Ireland",7.1707,0,0,"yes","20-29","1",1
"903","female",22,"3rd","S","Sweden",7.1506,0,0,"yes","20-29","1",1
"904","male",21,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"905","female",16,"3rd","Q","Ireland",7.1607,0,0,"yes","10-19","1",1
"906","female",39,"1st","C","Spain",108.18,0,0,"yes","30-39","1",1
"907","male",9,"3rd","S","Norway",3.0305,0,1,"yes","0-9","1",2
"908","male",28,"3rd","S","Norway",22.1006,0,0,"no","20-29","1",1
"909","male",42,"3rd","S","United States",8.0801,0,1,"no","40-49","1",2
"910","male",27,"3rd","S","Norway",7.0603,0,0,"no","20-29","1",1
"911","female",31,"3rd","S","Sweden",7.1701,0,0,"no","30-39","1",1
"912","male",28,"3rd","S","Sweden",7.1701,0,0,"no","20-29","1",1
"913","male",32,"3rd","S","Sweden",7.1506,0,0,"yes","30-39","1",1
"914","male",20,"3rd","S","Norway",9.0406,0,0,"no","10-19","1",1
"915","male",29,"1st","C","France",25.141,0,0,"yes","20-29","1",1
"916","female",23,"3rd","S","Croatia",8.1303,0,0,"no","20-29","1",1
"917","female",20,"3rd","S","Croatia",8.1303,0,0,"no","10-19","1",1
"918","male",20,"3rd","S","Croatia",8.1303,0,0,"no","10-19","1",1
"919","male",16,"3rd","S","Sweden",9.0404,0,0,"no","10-19","1",1
"920","female",22,"1st","S","United States",61.1907,0,1,"yes","20-29","1",2
"921","male",64,"1st","S","United States",61.1907,0,1,"no","60-69","1",2
"922","female",21,"3rd","Q","Ireland",7.1207,0,0,"no","20-29","1",1
"923","male",38,"2nd","S","United States",13,0,0,"no","30-39","1",1
"924","male",36,"1st","C","Cuba",27.1405,0,0,"no","30-39","1",1
"925","male",22,"2nd","S","England",10.1,0,0,"yes","20-29","1",1
"926","male",27,"2nd","C","Spain",13.1703,0,0,"yes","20-29","1",1
"927","male",23,"2nd","S","Canada",10.1,0,0,"no","20-29","1",1
"928","male",29,"2nd","C","Spain",13.1702,0,0,"yes","20-29","1",1
"929","male",2,"3rd","S","Sweden",21.0106,3,1,"no","0-9","1",5
"930","male",6,"3rd","S","Sweden",21.0106,3,1,"no","0-9","1",5
"931","female",3,"3rd","S","Sweden",21.0106,3,1,"no","0-9","1",5
"932","female",8,"3rd","S","Sweden",21.0106,3,1,"no","0-9","1",5
"933","female",29,"3rd","S","Sweden",21.0106,0,4,"no","20-29","1",5
"934","male",1,"3rd","S","Finland",39.1309,4,1,"no","0-9","1",6
"935","male",15,"3rd","S","United States",39.1309,4,1,"no","10-19","1",6
"936","male",7,"3rd","S","Finland",39.1309,4,1,"no","0-9","1",6
"937","male",2,"3rd","S","Finland",39.1309,4,1,"no","0-9","1",6
"938","male",16,"3rd","S","Finland",39.1309,4,1,"no","10-19","1",6
"939","female",41,"3rd","S","Finland",39.1309,0,5,"no","40-49","1",6
"940","male",17,"2nd","S","Channel Islands",10.1,0,0,"no","10-19","1",1
"941","male",21,"2nd","B","Northern Ireland",NA,0,0,"no","20-29","0",1
"942","female",59,"2nd","S","United States",26,0,1,"yes","50-59","1",2
"943","male",30,"1st","B","England",NA,0,0,"no","20-29","0",1
"944","male",40,"1st","S","England",28.1,0,0,"no","30-39","1",1
"945","male",21,"3rd","S","Slovenia",8.1303,0,0,"no","20-29","1",1
"946","male",20,"3rd","S","England",14.1,0,0,"no","10-19","1",1
"947","male",32,"3rd","S","Croatia",7.1711,0,0,"no","30-39","1",1
"948","male",23,"1st","S","Canada",93.1,0,0,"no","20-29","1",1
"949","male",0.5833333333,"3rd","S","England",13.1506,1,1,"no","0-9","1",3
"950","female",4,"3rd","S","England",13.1506,1,1,"no","0-9","1",3
"951","female",26,"3rd","S","England",13.1506,0,2,"no","20-29","1",3
"952","male",32,"3rd","S","England",7,0,0,"no","30-39","1",1
"953","female",22,"1st","S","England",66.12,1,0,"yes","20-29","1",2
"954","male",29,"1st","S","England",66.12,1,0,"no","20-29","1",2
"955","male",28,"3rd","S","Norway",7.1506,0,0,"no","20-29","1",1
"956","male",24,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"957","male",21,"3rd","S","Finland",7.1806,0,0,"no","20-29","1",1
"958","male",25,"3rd","S","Finland",7.1806,0,0,"no","20-29","1",1
"959","female",22,"1st","C","Spain",108.18,1,0,"yes","20-29","1",2
"960","male",24,"1st","C","Spain",108.18,1,0,"no","20-29","1",2
"961","male",19,"2nd","S","England",10.1,0,0,"no","10-19","1",1
"962","male",24,"3rd","S","England",7.05,0,0,"no","20-29","1",1
"963","male",39,"2nd","C","France",15.01,0,0,"no","30-39","1",1
"964","female",33,"1st","S","Canada",93.1,0,0,"yes","30-39","1",1
"965","male",25,"3rd","S","Sweden",7.1506,1,0,"yes","20-29","1",2
"966","male",41,"2nd","S","Germany",13,0,0,"no","40-49","1",1
"967","female",28,"3rd","S","Croatia",7.1711,0,0,"no","20-29","1",1
"968","male",4,"3rd","C","Lebanon",22.0702,1,1,"yes","0-9","1",3
"969","female",2,"3rd","C","Lebanon",22.0702,1,1,"yes","0-9","1",3
"970","male",24,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"971","female",28,"3rd","Q","Ireland",8.0209,0,0,"no","20-29","1",1
"972","male",19,"3rd","S","Bulgaria",7.1711,0,0,"no","10-19","1",1
"973","male",29,"3rd","S","Bulgaria",7.1711,0,0,"no","20-29","1",1
"974","female",18,"3rd","S","Sweden",7.1506,0,0,"no","10-19","1",1
"975","male",25,"3rd","S","Sweden",7.1506,1,0,"no","20-29","1",2
"976","male",52,"1st","S","Canada",30.1,0,0,"yes","50-59","1",1
"977","female",21,"2nd","S","England",21,0,1,"yes","20-29","1",2
"978","female",19,"2nd","S","England",26,0,0,"yes","10-19","1",1
"979","male",43,"2nd","S","England",21,0,1,"no","40-49","1",2
"980","male",33,"3rd","S","Poland",8.01,0,0,"yes","30-39","1",1
"981","female",32,"2nd","S","Poland",13,0,0,"yes","30-39","1",1
"982","male",27,"3rd","S","England",7.1711,0,0,"no","20-29","1",1
"983","male",17,"3rd","S","Croatia",8.1303,0,0,"no","10-19","1",1
"984","male",24,"3rd","S","Croatia",8.1303,0,0,"no","20-29","1",1
"985","male",24,"2nd","S","England",13,0,0,"no","20-29","1",1
"986","male",30,"2nd","C","United States",12.1409,0,0,"yes","20-29","1",1
"987","male",46,"1st","S","United States",52,0,0,"no","40-49","1",1
"988","female",56,"1st","C","United States",83.0302,0,1,"yes","50-59","1",2
"989","male",27,"2nd","C","United States",15,0,0,"no","20-29","1",1
"990","male",16,"3rd","C","England",8.1403,0,0,"no","10-19","1",1
"991","female",2,"2nd","S","England",26,1,1,"yes","0-9","1",3
"992","female",8,"2nd","S","England",26,1,1,"yes","0-9","1",3
"993","female",33,"2nd","S","England",26,0,2,"yes","30-39","1",3
"994","male",27,"3rd","S","England",7.1711,0,0,"no","20-29","1",1
"995","male",21,"3rd","C","Lebanon",7.0406,0,0,"no","20-29","1",1
"996","female",63,"3rd","S","Norway",8.0203,0,0,"no","60-69","1",1
"997","male",30,"3rd","C","Lebanon",7.0407,0,0,"no","20-29","1",1
"998","male",18,"3rd","S","Wales",7.05,0,0,"no","10-19","1",1
"999","male",36,"2nd","S","England",10.1,0,0,"no","30-39","1",1
"1000","male",38,"3rd","S","Bosnia",7.1711,0,0,"no","30-39","1",1
"1001","male",33,"2nd","S","Channel Islands",21,1,0,"no","30-39","1",2
"1002","female",30,"2nd","S","Channel Islands",21,3,0,"yes","20-29","1",4
"1003","male",37,"1st","C","Netherlands",NA,0,0,"no","30-39","0",1
"1004","female",29,"2nd","S","Spain",13,0,0,"yes","20-29","1",1
"1005","male",21,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"1006","male",33,"1st","C","United States",39.12,0,0,"yes","30-39","1",1
"1007","male",10,"3rd","Q","Ireland",29.0206,4,1,"no","0-9","1",6
"1008","male",4,"3rd","Q","Ireland",29.0206,4,1,"no","0-9","1",6
"1009","male",7,"3rd","Q","Ireland",29.0206,4,1,"no","0-9","1",6
"1010","male",2,"3rd","Q","Ireland",29.0206,4,1,"no","0-9","1",6
"1011","male",8,"3rd","Q","Ireland",29.0206,4,1,"no","0-9","1",6
"1012","female",39,"3rd","Q","Ireland",29.0206,0,5,"no","30-39","1",6
"1013","male",23,"2nd","C","England",15,0,0,"no","20-29","1",1
"1014","male",0.75,"2nd","S","England",18.15,1,1,"yes","0-9","1",3
"1015","male",3,"2nd","S","England",18.15,1,1,"yes","0-9","1",3
"1016","female",24,"2nd","S","England",18.15,2,3,"yes","20-29","1",6
"1017","female",58,"2nd","S","England",10.1,0,0,"yes","50-59","1",1
"1018","male",22,"1st","C","England",135.1208,0,0,"no","20-29","1",1
"1019","female",22,"3rd","S","Finland",39.1309,0,0,"no","20-29","1",1
"1020","male",35,"3rd","S","Finland",7.0206,0,0,"no","30-39","1",1
"1021","female",22,"3rd","Q","Ireland",7.1405,0,0,"yes","20-29","1",1
"1022","male",69,"3rd","S","England",14.1,0,0,"no","60-69","1",1
"1023","female",64,"3rd","S","England",14.1,0,0,"no","60-69","1",1
"1024","female",43,"1st","S","United States",211.0609,0,1,"yes","40-49","1",2
"1025","male",50,"3rd","S","England",14.1,1,0,"no","40-49","1",2
"1026","female",48,"3rd","S","England",14.1,1,0,"no","40-49","1",2
"1027","male",45,"1st","C","England",247.1006,0,0,"no","40-49","1",1
"1028","male",31,"1st","S","United States",50.0911,0,0,"no","30-39","1",1
"1029","male",18,"2nd","S","England",10.1,0,0,"no","10-19","1",1
"1030","male",30,"3rd","S","Wales",8.01,0,0,"no","20-29","1",1
"1031","male",45,"1st","S","United States",26.11,0,0,"yes","40-49","1",1
"1032","male",49,"3rd","S","Norway",7.1506,0,0,"no","40-49","1",1
"1033","male",39,"1st","S","United States",50,0,0,"no","30-39","1",1
"1034","female",2,"3rd","S","Finland",20.0403,1,1,"no","0-9","1",3
"1035","female",41,"3rd","S","Finland",20.0403,0,2,"no","40-49","1",3
"1036","male",18,"3rd","S","Finland",20.0403,1,1,"no","10-19","1",3
"1037","female",33,"1st","C","France",27.1405,0,0,"yes","30-39","1",1
"1038","male",46,"1st","C","United States",79,0,0,"no","40-49","1",1
"1039","male",36,"1st","S","Canada",40.0206,0,0,"no","30-39","1",1
"1040","female",33,"1st","S","England",86.1,0,0,"yes","30-39","1",1
"1041","female",26,"3rd","S","Austria",8.01,0,0,"yes","20-29","1",1
"1042","male",46,"1st","C","United States",59.08,1,0,"no","40-49","1",2
"1043","female",54,"1st","C","United States",59.08,1,0,"yes","50-59","1",2
"1044","male",55,"3rd","S","England",8.01,0,0,"no","50-59","1",1
"1045","male",59,"1st","S","Peru",26.11,0,0,"no","50-59","1",1
"1046","female",22,"2nd","S","Channel Islands",10.1,0,0,"yes","20-29","1",1
"1047","male",17,"3rd","S","England",8.01,0,0,"no","10-19","1",1
"1048","male",24,"3rd","Q","Ireland",7.15,0,0,"yes","20-29","1",1
"1049","male",30,"3rd","Q","Ireland",24.03,0,0,"no","20-29","1",1
"1050","male",13,"1st","C","United States",262.0706,2,2,"yes","10-19","1",5
"1051","female",18,"1st","C","United States",262.0706,2,2,"yes","10-19","1",5
"1052","female",21,"1st","C","United States",262.0706,2,2,"yes","20-29","1",5
"1053","male",61,"1st","C","United States",262.0706,1,3,"no","60-69","1",5
"1054","female",48,"1st","C","United States",262.0706,1,3,"yes","40-49","1",5
"1055","male",30,"3rd","C","Lebanon",7.0407,0,0,"no","20-29","1",1
"1056","male",27,"3rd","C","Lebanon",7.0406,0,0,"no","20-29","1",1
"1057","male",47,"1st","S","England",30.1,0,0,"yes","40-49","1",1
"1058","male",19,"3rd","Q","Ireland",7.1407,0,0,"no","10-19","1",1
"1059","male",17,"3rd","S","England",7.111,0,0,"no","10-19","1",1
"1060","male",43,"3rd","S","Norway",7.05,0,0,"no","40-49","1",1
"1061","male",13,"3rd","S","England",69.11,8,2,"no","10-19","1",11
"1062","male",5,"3rd","S","England",69.11,8,2,"no","0-9","1",11
"1063","female",8,"3rd","S","England",69.11,8,2,"no","0-9","1",11
"1064","female",14,"3rd","S","England",69.11,8,2,"no","10-19","1",11
"1065","female",10,"3rd","S","England",69.11,8,2,"no","0-9","1",11
"1066","female",21,"3rd","S","England",69.11,8,2,"no","20-29","1",11
"1067","male",18,"3rd","S","England",69.11,8,2,"no","10-19","1",11
"1068","male",17,"3rd","S","England",69.11,8,2,"no","10-19","1",11
"1069","male",20,"3rd","S","England",69.11,8,2,"no","10-19","1",11
"1070","male",45,"3rd","S","England",69.11,1,9,"no","40-49","1",11
"1071","female",45,"3rd","S","England",69.11,1,9,"no","40-49","1",11
"1072","female",24,"1st","C","England",69.06,0,0,"yes","20-29","1",1
"1073","male",24,"3rd","S","Sweden",9.0606,0,0,"no","20-29","1",1
"1074","female",21,"3rd","S","Norway",7.13,0,0,"yes","20-29","1",1
"1075","male",43,"1st","S","United States",26,0,0,"yes","40-49","1",1
"1076","male",29,"3rd","S","United States",7.1806,0,0,"no","20-29","1",1
"1077","male",17,"3rd","C","Lebanon",21.1307,2,0,"no","10-19","1",3
"1078","male",40,"3rd","C","Lebanon",21.1307,2,0,"no","30-39","1",3
"1079","male",16,"3rd","C","Lebanon",21.1307,2,0,"no","10-19","1",3
"1080","female",1,"3rd","S","Sweden",16.14,1,1,"yes","0-9","1",3
"1081","female",4,"3rd","S","Sweden",16.14,1,1,"yes","0-9","1",3
"1082","female",24,"3rd","S","Sweden",16.14,0,2,"yes","20-29","1",3
"1083","male",21,"3rd","S","Belgium",9.1,0,0,"yes","20-29","1",1
"1084","male",19,"3rd","S","England",8.01,0,0,"no","10-19","1",1
"1085","male",24,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"1086","male",22,"3rd","Q","Ireland",7.1406,0,0,"no","20-29","1",1
"1087","female",35,"1st","C","Germany",57.15,1,0,"yes","30-39","1",2
"1088","male",29,"3rd","S","Belgium",9.1,0,0,"yes","20-29","1",1
"1089","male",22,"2nd","S","England",13,0,0,"no","20-29","1",1
"1090","male",42,"3rd","S","England",7.1711,0,0,"no","40-49","1",1
"1091","male",28,"2nd","S","England",13,0,0,"no","20-29","1",1
"1092","male",10,"3rd","C","Lebanon",4,0,0,"no","0-9","1",1
"1093","female",30,"1st","S","England",31,0,0,"yes","20-29","1",1
"1094","male",34,"1st","S","United States",26.11,0,0,"yes","30-39","1",1
"1095","male",35,"3rd","S","Ireland",NA,NA,NA,"no","30-39","0",NA
"1096","male",29,"2nd","S","England",26,0,0,"no","20-29","1",1
"1097","male",27,"3rd","Q","Ireland",7.15,0,0,"no","20-29","1",1
"1098","male",19,"3rd","C","England",7.0406,0,0,"no","10-19","1",1
"1099","male",55,"3rd","S","England",15.02,0,0,"no","50-59","1",1
"1100","female",25,"2nd","S","United States",26,0,1,"yes","20-29","1",2
"1101","male",26,"3rd","C","Lebanon",7.0406,0,0,"no","20-29","1",1
"1102","female",20,"3rd","Q","Ireland",7.1607,0,0,"yes","10-19","1",1
"1103","male",22,"3rd","S","England",8.01,0,0,"no","20-29","1",1
"1104","female",40,"1st","S","United States",153.0903,0,0,"yes","30-39","1",1
"1105","female",17,"2nd","S","Finland",13,0,2,"yes","10-19","1",3
"1106","male",35,"1st","S","United States",26.0509,0,0,"yes","30-39","1",1
"1107","female",39,"1st","C","United States",55.18,1,0,"yes","30-39","1",2
"1108","male",51,"1st","C","United States",55.18,1,0,"no","50-59","1",2
"1109","male",40,"3rd","S","England",8.01,0,0,"no","30-39","1",1
"1110","male",56,"1st","S","Switzerland",35.1,0,0,"yes","50-59","1",1
"1111","female",20,"2nd","S","England",36.15,0,0,"yes","10-19","1",1
"1112","female",30,"2nd","S","Finland",13,0,0,"yes","20-29","1",1
"1113","male",22,"3rd","C","Turkey",7.0407,0,0,"no","20-29","1",1
"1114","male",20,"3rd","S","England",8.01,0,0,"no","10-19","1",1
"1115","male",40,"3rd","S","Bosnia",7.1711,0,0,"no","30-39","1",1
"1116","male",21,"3rd","S","United States",7.1806,0,0,"no","20-29","1",1
"1117","female",18,"3rd","S","Finland",6.0911,0,0,"yes","10-19","1",1
"1118","male",59,"2nd","S","Sweden",13.1,0,0,"no","50-59","1",1
"1119","male",5,"3rd","S","United States",27.18,3,2,"no","0-9","1",6
"1120","male",11,"3rd","S","United States",27.18,3,2,"no","10-19","1",6
"1121","female",9,"3rd","S","United States",27.18,3,2,"no","0-9","1",6
"1122","female",2,"3rd","S","United States",27.18,3,2,"no","0-9","1",6
"1123","female",43,"3rd","S","Sweden",27.18,1,4,"no","40-49","1",6
